Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A667475,*Lovie,12/17/2013 5:08:00 PM,Dec 2013,11/30/2008,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White
A620178,*Melody,08/10/2014 12:48:00 PM,Aug 2014,02/14/2010,Adoption,,Dog,Spayed Female,4 years,Dogue De Bordeaux Mix,Brown/White
A824740,,12/18/2020 7:55:00 AM,Dec 2020,09/15/2020,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
A755005,,07/27/2017 7:00:00 PM,Jul 2017,07/24/2017,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby
A766628,Indison Jame,02/18/2018 3:21:00 PM,Feb 2018,02/13/2016,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A780901,*Padfoot,06/23/2019 7:01:00 PM,Jun 2019,09/21/2016,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A783322,*Flynn,11/04/2018 3:39:00 PM,Nov 2018,10/29/2015,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A788866,,02/15/2019 12:02:00 PM,Feb 2019,12/06/2019,Adoption,,Dog,Neutered Male,0 years,German Shepherd/Catahoula,Black Brindle
A691708,,11/09/2014 9:00:00 AM,Nov 2014,08/01/2014,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A686923,,09/02/2014 5:42:00 PM,Sep 2014,08/29/2011,Adoption,,Dog,Spayed Female,3 years,Dachshund Mix,Red
A779187,Duke,11/02/2018 11:40:00 AM,Nov 2018,08/27/2011,Transfer,Partner,Dog,Intact Male,7 years,Great Dane Mix,Brown/Tricolor
A876652,Gravy,05/12/2023 11:09:00 AM,May 2023,03/17/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Blue Tabby
A778113,,08/09/2018 5:36:00 PM,Aug 2018,08/08/2017,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A754434,,07/24/2017 5:22:00 PM,Jul 2017,07/20/2016,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,Black/White
A763747,*Louise,12/21/2017 6:41:00 PM,Dec 2017,06/15/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Gray/White
A733608,*Suzy,08/28/2016 5:03:00 PM,Aug 2016,08/24/2015,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A726944,*Sweet Pea,06/08/2016 12:00:00 AM,Jun 2016,05/16/2006,Transfer,Partner,Dog,Intact Female,10 years,Labrador Retriever Mix,Black
A668178,*Owen,01/02/2014 6:37:00 PM,Jan 2014,11/09/2013,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue
A784785,Beau Beau,03/15/2019 2:30:00 PM,Mar 2019,11/20/2016,Return to Owner,,Dog,Intact Male,2 years,Australian Kelpie Mix,Black
A680187,,05/30/2014 5:29:00 PM,May 2014,12/15/2013,Transfer,Partner,Dog,Intact Male,5 months,Miniature Poodle Mix,White
A809376,Pippa,11/30/2019 4:18:00 PM,Nov 2019,11/23/2018,Adoption,,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,White/Black
A741751,*Terrence,01/11/2017 1:30:00 PM,Jan 2017,01/07/2015,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A787270,*Monty,01/28/2019 3:39:00 PM,Jan 2019,06/04/2018,Transfer,Partner,Cat,Intact Male,7 months,Domestic Shorthair Mix,Black Tabby/White
A676006,*Allie,06/03/2014 12:02:00 PM,Jun 2014,04/03/2009,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair/Pug,Brown
A757510,,09/09/2017 12:43:00 PM,Sep 2017,05/03/2017,Adoption,Offsite,Dog,Neutered Male,4 months,Greyhound Mix,Brown Brindle/White
A702403,Harvey,06/14/2015 12:57:00 PM,Jun 2015,04/06/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A732061,*Otto,01/28/2018 5:50:00 PM,Jan 2018,08/01/2014,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White
A840112,Cuddle Bug,08/11/2021 12:49:00 PM,Aug 2021,04/02/2013,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Blue/White
A814266,Lily,09/25/2020 1:55:00 PM,Sep 2020,12/08/2019,Return to Owner,,Dog,Spayed Female,9 months,Chihuahua Shorthair/Dachshund,Brown/Tan
A865240,Fonzy,09/24/2022 2:16:00 PM,Sep 2022,09/07/2019,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair,White/Tricolor
A733502,*Sanya,01/29/2017 3:08:00 PM,Jan 2017,06/22/2016,Adoption,,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Black
A724370,Chewbacca,04/20/2016 5:09:00 PM,Apr 2016,04/16/2015,Return to Owner,,Dog,Neutered Male,1 year,Shih Tzu Mix,Tan
A755635,*Zorro,08/14/2017 4:11:00 PM,Aug 2017,10/06/2016,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever/Jack Russell Terrier,Yellow/White
A652862,Ace Hunter,09/27/2019 6:44:00 AM,Sep 2019,03/01/2013,Adoption,Foster,Dog,Neutered Male,6 years,Pointer Mix,White/Red Tick
A802238,,08/19/2019 11:59:00 AM,Aug 2019,08/15/2017,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Cream Tabby/White
A781464,Panther,10/10/2018 6:03:00 PM,Oct 2018,09/30/2011,Died,In Kennel,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue
A723402,Grendle,04/11/2016 12:16:00 PM,Apr 2016,03/31/2004,Return to Owner,,Dog,Spayed Female,12 years,Catahoula Mix,Tricolor
A752358,Juno,06/27/2017 4:50:00 PM,Jun 2017,04/21/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A690574,Sugar,10/23/2014 6:56:00 PM,Oct 2014,06/12/2005,Return to Owner,,Dog,Spayed Female,9 years,Pointer,Brown Brindle/White
A709678,Princess,08/14/2015 11:20:00 AM,Aug 2015,02/12/2015,Return to Owner,,Dog,Spayed Female,6 months,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White
A832994,,04/26/2021 12:40:00 PM,Apr 2021,03/22/2020,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Gray/White
A819091,Rooster,06/23/2020 11:25:00 AM,Jun 2020,06/22/2019,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair,Fawn
A777939,,08/09/2018 1:37:00 PM,Aug 2018,08/06/2017,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A775716,,08/07/2018 3:43:00 PM,Aug 2018,07/02/2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A791462,Zeus,04/04/2019 6:26:00 PM,Apr 2019,03/26/2017,Adoption,,Dog,Neutered Male,2 years,Boxer,Tan/White
A787654,Pepper,03/11/2019 12:00:00 AM,Mar 2019,01/17/2017,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A738333,Lady Bug,11/15/2016 12:00:00 AM,Nov 2016,11/13/2012,Transfer,Partner,Dog,Spayed Female,4 years,Basset Hound/Pointer,Chocolate/White
A715154,,11/01/2015 1:43:00 PM,Nov 2015,10/17/2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A738370,*Ava,11/18/2016 11:42:00 AM,Nov 2016,11/13/2009,Adoption,,Dog,Spayed Female,7 years,Schipperke Mix,Black
A753537,Bronx,06/26/2021 1:42:00 PM,Jun 2021,06/14/2017,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby/White
A732797,Roxy,08/17/2016 5:49:00 PM,Aug 2016,05/22/2016,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Blue/White
A631093,Chugar,09/02/2018 4:23:00 PM,Sep 2018,02/01/2012,Adoption,,Dog,Spayed Female,6 years,Pit Bull Mix,White/Brown
A828663,*Dutch,03/11/2021 1:49:00 PM,Mar 2021,01/22/2019,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Brown
A743072,Daisy,02/07/2017 5:02:00 PM,Feb 2017,02/03/2013,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan/White
A709084,Mr. Softie,09/01/2015 5:51:00 PM,Sep 2015,08/04/2008,Transfer,Partner,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue
A839344,*Floretta,08/27/2021 5:58:00 PM,Aug 2021,04/20/2021,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black
A764567,,01/03/2018 2:01:00 PM,Jan 2018,01/02/2016,Died,In Kennel,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A813202,Kai,02/15/2020 4:28:00 PM,Feb 2020,08/06/2017,Adoption,,Dog,Neutered Male,2 years,German Shepherd/Alaskan Husky,White/Tan
A799677,Glory,07/17/2019 1:43:00 PM,Jul 2019,12/24/2018,Transfer,Partner,Dog,Intact Female,6 months,Welsh Terrier,Black
A769611,*Ginger,05/05/2018 2:32:00 PM,May 2018,04/07/2015,Adoption,,Dog,Spayed Female,3 years,Rat Terrier Mix,Tan/White
A780227,*Dakota,09/18/2018 2:31:00 PM,Sep 2018,09/11/2017,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair,Red
A794895,,05/17/2019 4:03:00 PM,May 2019,02/26/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Gray Tabby/White
A865080,Mc Kitty,09/06/2022 11:43:00 AM,Sep 2022,09/06/2009,Return to Owner,,Cat,Neutered Male,13 years,Domestic Medium Hair,Black/White
A782492,Bear,10/21/2018 6:28:00 PM,Oct 2018,01/08/2014,Transfer,Snr,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black
A855454,A855453,04/22/2022 12:00:00 AM,Apr 2022,04/18/2020,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A780251,Roman,09/12/2018 2:25:00 PM,Sep 2018,09/12/2017,Return to Owner,,Dog,Intact Male,1 year,Staffordshire Mix,Blue/White
A791983,*Spice,07/09/2019 7:09:00 PM,Jul 2019,04/01/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A772665,Groot,05/26/2018 2:21:00 PM,May 2018,12/04/2017,Adoption,,Dog,Intact Male,5 months,Anatol Shepherd/Great Pyrenees,Cream/Black
A650850,Mili,10/16/2015 12:14:00 PM,Oct 2015,02/13/2013,Transfer,Partner,Dog,Intact Female,2 years,Pomeranian/Chihuahua Shorthair,Buff
A796159,Bunny,06/28/2019 12:16:00 PM,Jun 2019,05/29/2009,Transfer,Partner,Dog,Spayed Female,10 years,Labrador Retriever/German Shepherd,Black/Tan
A627576,Miles,02/14/2015 12:25:00 PM,Feb 2015,04/04/2012,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown
A792559,*Giulia,06/29/2019 5:22:00 PM,Jun 2019,04/10/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A859196,A859196,06/14/2022 8:37:00 AM,Jun 2022,05/03/2022,Disposal,,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A766118,,02/05/2018 7:03:00 PM,Feb 2018,02/02/2016,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A831674,,03/31/2021 6:07:00 PM,Mar 2021,03/31/2019,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown
A681575,Sandy,07/13/2014 2:26:00 PM,Jul 2014,05/13/2014,Adoption,,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor
A875614,*Poppy,04/03/2023 12:00:00 AM,Apr 2023,03/02/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A761383,*Charlie,11/23/2017 3:07:00 PM,Nov 2017,10/12/2017,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A803143,Aria,09/01/2019 5:00:00 PM,Sep 2019,06/28/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A772223,,05/26/2018 4:24:00 PM,May 2018,03/16/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A685080,Rossco,05/30/2015 5:55:00 PM,May 2015,08/14/2013,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,Black
A672471,,02/10/2014 7:20:00 PM,Feb 2014,02/10/2012,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Brown/Black
A699227,*Caitlyn,08/25/2015 9:45:00 AM,Aug 2015,03/23/2015,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Cream Tabby/White
A860946,*Captain America,07/20/2022 8:55:00 AM,Jul 2022,05/22/2022,Transfer,Out State,Dog,Intact Male,1 month,Australian Shepherd Mix,Black
A601482,Pepe,06/03/2014 2:25:00 PM,Jun 2014,05/20/2008,Return to Owner,,Dog,Neutered Male,6 years,Chow Chow/Australian Cattle Dog,Tan/Black
A844711,Tiny,10/20/2021 7:07:00 PM,Oct 2021,10/16/2019,Return to Owner,,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown/White
A801121,Precious,08/03/2019 5:09:00 PM,Aug 2019,01/31/2018,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A772366,Osiris,06/24/2018 6:47:00 PM,Jun 2018,05/18/2016,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A724463,,04/18/2016 1:06:00 PM,Apr 2016,04/12/2016,Transfer,Partner,Cat,Unknown,6 days,Domestic Medium Hair Mix,Gray/Tortie
A765537,Godzilla,07/02/2018 5:22:00 PM,Jul 2018,01/22/2014,Adoption,Foster,Cat,Neutered Male,4 years,Domestic Longhair Mix,White/Brown Tabby
A698266,Pee Wee,03/14/2015 12:18:00 PM,Mar 2015,03/12/2009,Transfer,Partner,Dog,Spayed Female,6 years,Miniature Schnauzer Mix,Brown/White
A823108,,09/17/2020 10:22:00 AM,Sep 2020,09/16/2019,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A710134,*Eddie,08/30/2015 12:00:00 AM,Aug 2015,03/18/2014,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black
A843623,Breaux,10/13/2021 5:05:00 PM,Oct 2021,10/04/2017,Return to Owner,,Dog,Intact Male,4 years,Pit Bull Mix,Tan/White
A714862,*Peachy,11/28/2015 6:27:00 PM,Nov 2015,08/02/2015,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A676765,*Newton,04/21/2014 1:17:00 PM,Apr 2014,04/14/2012,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A691584,Luke,10/13/2015 11:37:00 AM,Oct 2015,11/06/2012,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
A700633,*Cole,04/26/2015 4:02:00 PM,Apr 2015,04/17/2014,Adoption,,Dog,Spayed Female,1 year,Italian Greyhound/Chihuahua Shorthair,Black
A811089,,01/02/2020 10:49:00 AM,Jan 2020,12/27/2017,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Torbie
A347684,Ruby,07/26/2014 7:03:00 PM,Jul 2014,05/23/2001,Return to Owner,,Dog,Spayed Female,13 years,Chihuahua Shorthair,Black/Red
A763214,*Brady,12/26/2017 1:11:00 PM,Dec 2017,06/05/2017,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White
A755878,Eli,08/14/2017 4:54:00 PM,Aug 2017,08/10/2016,Adoption,,Dog,Neutered Male,1 year,Rat Terrier Mix,Black/White
A796721,,06/04/2019 4:58:00 PM,Jun 2019,09/04/2018,Euthanasia,Rabies Risk,Other,Unknown,8 months,Bat,Black/Brown
A841836,Shaggy,09/14/2021 2:52:00 PM,Sep 2021,08/03/2012,Adoption,,Dog,Neutered Male,9 years,Chihuahua Shorthair/Dachshund,White/Black
A752038,Danger,06/23/2017 1:54:00 PM,Jun 2017,04/17/2017,Return to Owner,,Dog,Intact Male,2 months,Dachshund/Chihuahua Shorthair,Black/Tan
A854119,A854119,04/26/2022 3:11:00 PM,Apr 2022,02/15/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A815925,Stitch,04/09/2020 12:04:00 PM,Apr 2020,03/30/2009,Return to Owner,,Dog,Intact Male,11 years,Chihuahua Shorthair,Tan
A794195,Bentley,05/08/2019 5:43:00 PM,May 2019,02/04/2019,Adoption,,Cat,Neutered Male,3 months,Siamese Mix,Flame Point
A769997,*Chewy,06/19/2018 1:43:00 PM,Jun 2018,04/13/2018,Adoption,Foster,Dog,Neutered Male,2 months,Yorkshire Terrier/Norfolk Terrier,Black/Brown
A687278,,09/04/2014 5:06:00 PM,Sep 2014,08/02/2014,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A832316,*Cody,04/22/2021 11:01:00 AM,Apr 2021,04/11/2019,Transfer,Partner,Other,Intact Male,2 years,Guinea Pig,White/Brown
A782755,Indigo,10/25/2018 7:22:00 PM,Oct 2018,08/05/2018,Adoption,,Dog,Spayed Female,2 months,American Pit Bull Terrier Mix,Blue/White
A803849,*Patch,09/14/2019 1:29:00 PM,Sep 2019,07/07/2019,Adoption,,Dog,Neutered Male,2 months,Dalmatian,White
A796658,,07/13/2019 6:46:00 AM,Jul 2019,06/01/2019,Transfer,Partner,Dog,Intact Female,1 month,American Staffordshire Terrier Mix,Sable/White
A684202,,07/27/2014 12:08:00 PM,Jul 2014,07/05/2014,Return to Owner,,Dog,Intact Female,3 weeks,Pit Bull Mix,Red/White
A868205,,11/02/2022 3:01:00 PM,Nov 2022,10/30/2020,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown
A668550,*Pushkin,12/20/2013 12:51:00 PM,Dec 2013,12/04/2012,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A671995,Lilly,02/09/2014 7:02:00 PM,Feb 2014,02/02/2013,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A782948,,10/28/2018 1:57:00 PM,Oct 2018,08/08/2018,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tricolor/White
A793031,Violet,04/18/2019 6:31:00 PM,Apr 2019,04/18/2013,Return to Owner,,Dog,Spayed Female,6 years,Pit Bull Mix,Blue/White
A824893,Blaze,10/23/2020 11:11:00 AM,Oct 2020,02/22/2020,Return to Owner,,Cat,Neutered Male,8 months,Domestic Shorthair,Orange Tabby/White
A775250,*Bentley,05/12/2019 3:22:00 PM,May 2019,02/28/2018,Return to Owner,,Dog,Neutered Male,1 year,Alaskan Malamute/German Shepherd,Black/White
A609226,Swisher,02/17/2014 5:05:00 PM,Feb 2014,09/05/2009,Return to Owner,,Dog,Neutered Male,4 years,Boxer Mix,Tan/White
A642126,Lalo,12/07/2014 12:12:00 PM,Dec 2014,01/18/2012,Return to Owner,,Dog,Neutered Male,2 years,Border Terrier Mix,Gray/White
A684437,*Macaroni,07/29/2014 5:42:00 PM,Jul 2014,05/12/2014,Adoption,,Dog,Neutered Male,2 months,Miniature Schnauzer/Miniature Poodle,White/Buff
A813191,Twitch,07/30/2020 4:17:00 PM,Jul 2020,05/12/2014,Rto-Adopt,,Dog,Neutered Male,6 years,Pit Bull,Chocolate/White
A684993,*Belle,08/03/2014 3:36:00 PM,Aug 2014,03/07/2014,Transfer,Partner,Dog,Intact Female,4 months,Catahoula/German Shepherd,Brown/White
A847124,,11/26/2021 11:58:00 AM,Nov 2021,11/26/2018,Transfer,Partner,Dog,Intact Male,3 years,Staffordshire,Brown/White
A724021,Diesel,10/26/2018 3:02:00 PM,Oct 2018,08/10/2015,Return to Owner,,Dog,Neutered Male,3 years,Australian Kelpie/German Shepherd,Black/Tricolor
A806446,,08/27/2022 1:37:00 PM,Aug 2022,09/25/2019,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Black
A800970,,08/03/2019 12:00:00 AM,Aug 2019,05/18/2019,Adoption,,Dog,Neutered Male,2 months,Norfolk Terrier,Tan
A848108,Romeo,12/17/2021 5:46:00 PM,Dec 2021,12/14/2019,Return to Owner,,Dog,Intact Male,2 years,Bull Terrier,White
A823663,*Fig,10/06/2020 11:40:00 AM,Oct 2020,01/28/2020,Transfer,Partner,Dog,Intact Female,8 months,Australian Cattle Dog Mix,Fawn
A813613,*Kaapo,03/14/2020 12:10:00 PM,Mar 2020,02/14/2018,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A730163,Pepper,06/29/2016 5:26:00 PM,Jun 2016,06/29/2008,Return to Owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black/White
A757995,,09/10/2017 10:13:00 AM,Sep 2017,08/26/2017,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Seal Point
A829248,,03/04/2021 9:09:00 AM,Mar 2021,09/09/2020,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue/White
A721659,Milshake,03/02/2016 12:16:00 PM,Mar 2016,12/10/2015,Transfer,Partner,Other,Intact Female,2 months,Guinea Pig Mix,Chocolate/White
A675675,,07/26/2014 2:31:00 PM,Jul 2014,03/03/2014,Adoption,Foster,Cat,Spayed Female,4 months,Snowshoe Mix,Chocolate Point
A854611,,04/06/2022 5:16:00 PM,Apr 2022,04/06/2020,Euthanasia,Rabies Risk,Other,Unknown,,Raccoon,Gray/Black
A682683,*Nadia,07/16/2014 5:44:00 PM,Jul 2014,05/17/2014,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White
A725727,*Lucinda,05/10/2016 6:36:00 PM,May 2016,01/02/2016,Adoption,,Dog,Spayed Female,4 months,Pit Bull Mix,Tan/White
A711540,,09/13/2015 6:56:00 PM,Sep 2015,09/08/2014,Adoption,,Dog,Spayed Female,1 year,Pomeranian Mix,Red/Tan
A850520,Fendi,01/26/2022 1:36:00 PM,Jan 2022,01/26/2021,Return to Owner,,Dog,Spayed Female,1 year,Bichon Frise,White
A808560,*Granny Smith,11/13/2019 11:54:00 AM,Nov 2019,09/25/2019,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A842521,,09/23/2021 5:24:00 PM,Sep 2021,07/17/2021,Adoption,,Dog,Neutered Male,2 months,German Shepherd,Black/Brown
A838089,,07/02/2021 5:00:00 PM,Jul 2021,06/02/2021,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Medium Hair,White/Orange
A843860,China,10/08/2021 5:15:00 PM,Oct 2021,04/07/2020,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Gray/Tan
A847501,*Fir,01/12/2022 4:15:00 PM,Jan 2022,10/24/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair,Black/White
A757442,*Emma,09/07/2017 1:04:00 PM,Sep 2017,05/17/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue
A779481,Akira,09/09/2018 5:21:00 PM,Sep 2018,03/09/2018,Adoption,,Dog,Spayed Female,6 months,Whippet Mix,Brown/White
A840956,A840956,08/20/2021 5:33:00 PM,Aug 2021,03/10/2021,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A752368,Elliot,06/25/2017 5:16:00 PM,Jun 2017,04/26/2017,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black/White
A679201,,05/17/2014 2:47:00 PM,May 2014,04/25/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black/White
A691670,Ranger,11/23/2014 4:50:00 PM,Nov 2014,03/07/2014,Adoption,,Dog,Neutered Male,8 months,Border Collie Mix,Black/White
A786762,*Pumba,01/13/2019 5:41:00 PM,Jan 2019,01/01/2017,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown
A758879,Luna,12/21/2019 11:46:00 AM,Dec 2019,09/23/2015,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan/White
A857363,*Thomas,09/19/2022 9:36:00 AM,Sep 2022,04/24/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A668733,Gypsy,12/09/2013 5:16:00 PM,Dec 2013,12/08/2012,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A730602,*Link,07/16/2016 1:16:00 PM,Jul 2016,09/07/2015,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Brown/Tan
A664931,Chester,12/04/2014 3:43:00 PM,Dec 2014,10/11/2012,Return to Owner,,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Brown
A680005,Biscuit,06/01/2014 6:16:00 PM,Jun 2014,03/29/2014,Adoption,,Dog,Neutered Male,2 months,Australian Kelpie Mix,Tan/Black
A855711,Walter,05/17/2022 5:20:00 PM,May 2022,02/28/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A808227,*Romano,12/03/2019 2:26:00 PM,Dec 2019,05/06/2018,Transfer,Partner,Dog,Intact Male,1 year,Dalmatian Mix,White/Black
A758739,,09/28/2017 6:38:00 PM,Sep 2017,09/21/2015,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White
A729191,*Mr. Jones,07/17/2016 5:13:00 PM,Jul 2016,05/14/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A695215,*August,08/01/2015 12:30:00 PM,Aug 2015,01/11/2013,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A874135,*Farrah,03/15/2023 11:36:00 AM,Mar 2023,02/07/2018,Adoption,Foster,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Black
A724653,,04/20/2016 1:27:00 PM,Apr 2016,04/15/2016,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Orange Tabby
A802576,*Ramen,08/27/2019 11:23:00 AM,Aug 2019,02/20/2018,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull,Blue/White
A795782,Maya,05/29/2019 3:24:00 PM,May 2019,05/24/2018,Return to Owner,,Dog,Intact Female,1 year,Chihuahua Shorthair,Cream
A788817,*Latte,06/17/2021 10:29:00 AM,Jun 2021,04/09/2018,Adoption,,Dog,Spayed Female,3 years,Staffordshire Mix,Fawn/White
A745755,Maya,03/23/2017 5:24:00 PM,Mar 2017,02/23/2016,Return to Owner,,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White
A738723,*Celene,12/09/2016 9:20:00 AM,Dec 2016,10/11/2016,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair,Tortie
A809787,Banjo,02/07/2020 6:15:00 PM,Feb 2020,02/01/2019,Adoption,Foster,Dog,Neutered Male,1 year,Australian Cattle Dog,Red/White
A718888,*Pearl,01/13/2016 4:30:00 PM,Jan 2016,07/09/2015,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Tan
A727613,,06/30/2016 5:15:00 PM,Jun 2016,03/23/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Torbie
